Start Training...
Epoch 1/3: Iteration 0, loss = 73.466125
Epoch 3/3: Iteration 2400, loss = 0.036272
Epoch 3/3: Iteration 2500, loss = 0.141477
Epoch 3/3: Iteration 2600, loss = 0.333088
Epoch 3/3: Iteration 2700, loss = 0.322812
Epoch 3/3: Iteration 2800, loss = 0.537853
Epoch 3/3: Iteration 2900, loss = 0.042026
Epoch 3/3: Iteration 3000, loss = 2.150640
Epoch 3/3: Iteration 3100, loss = 3.072248
Epoch 3/3: Iteration 3200, loss = 0.071538
Epoch 3/3: Iteration 3300, loss = 0.592831
Epoch 3/3: Iteration 3400, loss = 0.056419
Epoch 3/3: Iteration 3500, loss = 0.024817
Epoch 3/3: Iteration 3600, loss = 1.359271
Epoch 3/3: Iteration 3700, loss = 0.343091
Epoch 3/3: Iteration 3800, loss = 0.087044
Save model ./model_ckpt/model_epoch3.pth
Save final model ./model_ckpt/model_final.pth
Finish Training
