Start Training...
Epoch 1/12: Iteration 0, loss = 67.320641
Epoch 2/12: Iteration 1700, loss = 0.621020
Epoch 2/12: Iteration 1800, loss = 0.162350
Epoch 2/12: Iteration 1900, loss = 3.091285
Epoch 2/12: Iteration 2000, loss = 0.042864
Epoch 2/12: Iteration 2100, loss = 0.087749
Epoch 2/12: Iteration 2200, loss = 1.180162
Epoch 2/12: Iteration 2300, loss = 0.083316
Epoch 2/12: Iteration 2400, loss = 0.299123
Epoch 2/12: Iteration 2500, loss = 0.583646
Epoch 2/12: Iteration 2600, loss = 0.825545
Epoch 2/12: Iteration 2700, loss = 0.921286
Epoch 2/12: Iteration 2800, loss = 5.279686
Epoch 2/12: Iteration 2900, loss = 0.407110
Epoch 2/12: Iteration 3000, loss = 1.873383
Epoch 2/12: Iteration 3100, loss = 0.769500
Epoch 2/12: Iteration 3200, loss = 0.135751
Epoch 2/12: Iteration 3300, loss = 0.061414
Epoch 2/12: Iteration 3400, loss = 0.993830
Epoch 2/12: Iteration 3500, loss = 0.330281
Epoch 2/12: Iteration 3600, loss = 0.094325
Epoch 2/12: Iteration 3700, loss = 0.450524
Epoch 2/12: Iteration 3800, loss = 1.555361
Save model ./model_ckpt/model_epoch2.pth
Epoch 3/12: Iteration 0, loss = 0.839232
Epoch 3/12: Iteration 100, loss = 0.507252
Epoch 3/12: Iteration 200, loss = 0.175843
Epoch 3/12: Iteration 300, loss = 0.106858
Epoch 3/12: Iteration 400, loss = 0.112254
Epoch 3/12: Iteration 500, loss = 2.087426
Epoch 3/12: Iteration 600, loss = 0.647380
Epoch 3/12: Iteration 700, loss = 0.717814
Epoch 3/12: Iteration 800, loss = 0.785819
Epoch 3/12: Iteration 900, loss = 0.688866
Epoch 3/12: Iteration 1000, loss = 0.067472
Epoch 3/12: Iteration 1100, loss = 0.018521
Epoch 3/12: Iteration 1200, loss = 0.034965
Epoch 3/12: Iteration 1300, loss = 0.422158
Epoch 3/12: Iteration 1400, loss = 0.512946
Epoch 3/12: Iteration 1500, loss = 0.181011
Epoch 3/12: Iteration 1600, loss = 0.121962
Epoch 3/12: Iteration 1700, loss = 0.254540
Epoch 3/12: Iteration 1800, loss = 0.042960
Epoch 3/12: Iteration 1900, loss = 0.133598
Epoch 3/12: Iteration 2000, loss = 0.075563
Epoch 3/12: Iteration 2100, loss = 0.113492
Epoch 3/12: Iteration 2200, loss = 0.608348
Epoch 3/12: Iteration 2300, loss = 0.216005
Epoch 3/12: Iteration 2400, loss = 0.610979
Epoch 3/12: Iteration 2500, loss = 0.015548
Epoch 3/12: Iteration 2600, loss = 0.206716
Epoch 3/12: Iteration 2700, loss = 0.155978
Epoch 3/12: Iteration 2800, loss = 0.089540
Epoch 3/12: Iteration 2900, loss = 0.566347
Epoch 3/12: Iteration 3000, loss = 0.300196
Epoch 3/12: Iteration 3100, loss = 0.924078
Epoch 3/12: Iteration 3200, loss = 0.388463
Epoch 3/12: Iteration 3300, loss = 0.231897
Epoch 3/12: Iteration 3400, loss = 0.011251
Epoch 3/12: Iteration 3500, loss = 0.247854
Epoch 3/12: Iteration 3600, loss = 2.152937
Epoch 3/12: Iteration 3700, loss = 0.893047
Epoch 3/12: Iteration 3800, loss = 8.093473
Epoch 4/12: Iteration 0, loss = 0.029873
Epoch 4/12: Iteration 100, loss = 36.025444
Epoch 4/12: Iteration 200, loss = 0.700330
Epoch 4/12: Iteration 300, loss = 0.581051
Epoch 4/12: Iteration 400, loss = 0.506864
Epoch 4/12: Iteration 500, loss = 0.292592
Epoch 4/12: Iteration 600, loss = 0.105001
Epoch 4/12: Iteration 700, loss = 0.474823
Epoch 4/12: Iteration 800, loss = 3.109516
Epoch 4/12: Iteration 900, loss = 0.034984
Epoch 4/12: Iteration 1000, loss = 2.519600
Epoch 4/12: Iteration 1100, loss = 6.762631
Epoch 4/12: Iteration 1200, loss = 0.474095
Epoch 4/12: Iteration 1300, loss = 1.564185
Epoch 4/12: Iteration 1400, loss = 0.111532
Epoch 4/12: Iteration 1500, loss = 0.855340
Epoch 4/12: Iteration 1600, loss = 2.725614
Epoch 4/12: Iteration 1700, loss = 17.209011
Epoch 4/12: Iteration 1800, loss = 0.498139
Epoch 4/12: Iteration 1900, loss = 4.000906
Epoch 4/12: Iteration 2000, loss = 0.048258
Epoch 4/12: Iteration 2100, loss = 0.064476
Epoch 4/12: Iteration 2200, loss = 0.163323
Epoch 4/12: Iteration 2300, loss = 0.996148
Epoch 4/12: Iteration 2400, loss = 0.077400
Epoch 4/12: Iteration 2500, loss = 0.078399
Epoch 4/12: Iteration 2600, loss = 0.730299
Epoch 4/12: Iteration 2700, loss = 1.090812
Epoch 4/12: Iteration 2800, loss = 0.474616
Epoch 4/12: Iteration 2900, loss = 0.906115
Epoch 4/12: Iteration 3000, loss = 0.898030
Epoch 4/12: Iteration 3100, loss = 0.576891
Epoch 4/12: Iteration 3200, loss = 0.778105
Epoch 4/12: Iteration 3300, loss = 0.211246
Epoch 4/12: Iteration 3400, loss = 0.601813
Epoch 4/12: Iteration 3500, loss = 0.099933
Epoch 4/12: Iteration 3600, loss = 0.519853
Epoch 4/12: Iteration 3700, loss = 0.135401
Epoch 4/12: Iteration 3800, loss = 0.151370
Save model ./model_ckpt/model_epoch4.pth
Epoch 5/12: Iteration 0, loss = 5.555243
Epoch 5/12: Iteration 100, loss = 0.574232
Epoch 5/12: Iteration 200, loss = 0.117456
Epoch 5/12: Iteration 300, loss = 2.076538
Epoch 5/12: Iteration 400, loss = 0.144910
Epoch 5/12: Iteration 500, loss = 0.982289
Epoch 5/12: Iteration 600, loss = 0.617353
Epoch 5/12: Iteration 700, loss = 0.030458
Epoch 5/12: Iteration 800, loss = 0.525693
Epoch 5/12: Iteration 900, loss = 0.168199
Epoch 5/12: Iteration 1000, loss = 0.585269
Epoch 5/12: Iteration 1100, loss = 0.160265
Epoch 5/12: Iteration 1200, loss = 0.118942
Epoch 5/12: Iteration 1300, loss = 0.007686
Epoch 5/12: Iteration 1400, loss = 0.126723
Epoch 5/12: Iteration 1500, loss = 0.098278
Epoch 5/12: Iteration 1600, loss = 1.483216
Epoch 5/12: Iteration 1700, loss = 0.050005
Epoch 5/12: Iteration 1800, loss = 1.307905
Epoch 5/12: Iteration 1900, loss = 0.086326
Epoch 5/12: Iteration 2000, loss = 0.347750
Epoch 5/12: Iteration 2100, loss = 2.661845
Epoch 5/12: Iteration 2200, loss = 0.368891
Epoch 5/12: Iteration 2300, loss = 0.112112
Epoch 5/12: Iteration 2400, loss = 0.717147
Epoch 5/12: Iteration 2500, loss = 0.133604
Epoch 5/12: Iteration 2600, loss = 0.005905
Epoch 5/12: Iteration 2700, loss = 4.462141
Epoch 5/12: Iteration 2800, loss = 1.103658
Epoch 5/12: Iteration 2900, loss = 0.977869
Epoch 5/12: Iteration 3000, loss = 0.291094
Epoch 5/12: Iteration 3100, loss = 2.161331
Epoch 5/12: Iteration 3200, loss = 0.070378
Epoch 5/12: Iteration 3300, loss = 0.094835
Epoch 5/12: Iteration 3400, loss = 1.735249
Epoch 5/12: Iteration 3500, loss = 0.034066
Epoch 5/12: Iteration 3600, loss = 3.659184
Epoch 5/12: Iteration 3700, loss = 0.410212
Epoch 5/12: Iteration 3800, loss = 2.691570
Epoch 6/12: Iteration 0, loss = 0.364417
Epoch 6/12: Iteration 100, loss = 0.564526
Epoch 6/12: Iteration 200, loss = 0.006395
Epoch 6/12: Iteration 300, loss = 0.024655
Epoch 6/12: Iteration 400, loss = 0.040729
Epoch 6/12: Iteration 500, loss = 0.046624
Epoch 6/12: Iteration 600, loss = 0.553174
Epoch 6/12: Iteration 700, loss = 0.021327
Epoch 6/12: Iteration 800, loss = 0.427735
Epoch 6/12: Iteration 900, loss = 1.300521
Epoch 6/12: Iteration 1000, loss = 1.413190
Epoch 6/12: Iteration 1100, loss = 0.441044
Epoch 6/12: Iteration 1200, loss = 0.137915
Epoch 6/12: Iteration 1300, loss = 0.143183
Epoch 6/12: Iteration 1400, loss = 0.094709
Epoch 6/12: Iteration 1500, loss = 0.285235
Epoch 6/12: Iteration 1600, loss = 0.475984
Epoch 6/12: Iteration 1700, loss = 0.301387
Epoch 6/12: Iteration 1800, loss = 0.032351
Epoch 6/12: Iteration 1900, loss = 0.429986
Epoch 6/12: Iteration 2000, loss = 0.162141
Epoch 6/12: Iteration 2100, loss = 1.534785
Epoch 6/12: Iteration 2200, loss = 0.538915
Epoch 6/12: Iteration 2300, loss = 1.330785
Epoch 6/12: Iteration 2400, loss = 0.199286
Epoch 6/12: Iteration 2500, loss = 0.424258
Epoch 6/12: Iteration 2600, loss = 0.626501
Epoch 6/12: Iteration 2700, loss = 0.017248
Epoch 6/12: Iteration 2800, loss = 0.084644
Epoch 6/12: Iteration 2900, loss = 0.058924
Epoch 6/12: Iteration 3000, loss = 0.026870
Epoch 6/12: Iteration 3100, loss = 0.049191
Epoch 6/12: Iteration 3200, loss = 0.003128
Epoch 6/12: Iteration 3300, loss = 1.127212
Epoch 6/12: Iteration 3400, loss = 1.603754
Epoch 6/12: Iteration 3500, loss = 4.463429
Epoch 6/12: Iteration 3600, loss = 1.189879
Epoch 6/12: Iteration 3700, loss = 0.205572
Epoch 6/12: Iteration 3800, loss = 0.368508
Save model ./model_ckpt/model_epoch6.pth
Epoch 7/12: Iteration 0, loss = 0.254497
Epoch 7/12: Iteration 100, loss = 0.129684
Epoch 7/12: Iteration 200, loss = 1.766991
Epoch 7/12: Iteration 300, loss = 0.347613
Epoch 7/12: Iteration 400, loss = 0.869925
Epoch 7/12: Iteration 500, loss = 0.037941
Epoch 7/12: Iteration 600, loss = 0.023197
Epoch 7/12: Iteration 700, loss = 0.243473
Epoch 7/12: Iteration 800, loss = 1.227765
Epoch 7/12: Iteration 900, loss = 0.042978
Epoch 7/12: Iteration 1000, loss = 0.490751
Epoch 7/12: Iteration 1100, loss = 0.084940
Epoch 7/12: Iteration 1200, loss = 0.252287
Epoch 7/12: Iteration 1300, loss = 0.685301
Epoch 7/12: Iteration 1400, loss = 0.052935
Epoch 7/12: Iteration 1500, loss = 0.325158
Epoch 7/12: Iteration 1600, loss = 1.107425
Epoch 7/12: Iteration 1700, loss = 1.077541
Epoch 7/12: Iteration 1800, loss = 1.086605
Epoch 7/12: Iteration 1900, loss = 0.378281
Epoch 7/12: Iteration 2000, loss = 0.147575
Epoch 7/12: Iteration 2100, loss = 1.052741
Epoch 7/12: Iteration 2200, loss = 0.014492
Epoch 7/12: Iteration 2300, loss = 0.298897
Epoch 7/12: Iteration 2400, loss = 0.386740
Epoch 7/12: Iteration 2500, loss = 0.668511
Epoch 7/12: Iteration 2600, loss = 0.583507
Epoch 7/12: Iteration 2700, loss = 0.005581
Epoch 7/12: Iteration 2800, loss = 0.883439
Epoch 7/12: Iteration 2900, loss = 0.334233
Epoch 7/12: Iteration 3000, loss = 0.037033
Epoch 7/12: Iteration 3100, loss = 0.118065
Epoch 7/12: Iteration 3200, loss = 0.041451
Epoch 7/12: Iteration 3300, loss = 0.163300
Epoch 7/12: Iteration 3400, loss = 0.053336
Epoch 7/12: Iteration 3500, loss = 0.905325
Epoch 7/12: Iteration 3600, loss = 0.191172
Epoch 7/12: Iteration 3700, loss = 1.128600
Epoch 7/12: Iteration 3800, loss = 0.613157
Epoch 8/12: Iteration 0, loss = 0.053992
Epoch 8/12: Iteration 100, loss = 0.375311
Epoch 8/12: Iteration 200, loss = 0.422866
Epoch 8/12: Iteration 300, loss = 0.522828
Epoch 8/12: Iteration 400, loss = 0.014924
Epoch 8/12: Iteration 500, loss = 0.081390
Epoch 8/12: Iteration 600, loss = 0.750506
Epoch 8/12: Iteration 700, loss = 0.151594
Epoch 8/12: Iteration 800, loss = 0.488125
Epoch 8/12: Iteration 900, loss = 1.454646
Epoch 8/12: Iteration 1000, loss = 0.398908
Epoch 8/12: Iteration 1100, loss = 2.270408
Epoch 8/12: Iteration 1200, loss = 0.017186
Epoch 8/12: Iteration 1300, loss = 0.283114
Epoch 8/12: Iteration 1400, loss = 0.783085
Epoch 8/12: Iteration 1500, loss = 0.624115
Epoch 8/12: Iteration 1600, loss = 1.013586
Epoch 8/12: Iteration 1700, loss = 0.846747
Epoch 8/12: Iteration 1800, loss = 0.238988
Epoch 8/12: Iteration 1900, loss = 2.451924
Epoch 8/12: Iteration 2000, loss = 0.303287
Epoch 8/12: Iteration 2100, loss = 0.132284
Epoch 8/12: Iteration 2200, loss = 0.021663
Epoch 8/12: Iteration 2300, loss = 0.011764
Epoch 8/12: Iteration 2400, loss = 1.855016
Epoch 8/12: Iteration 2500, loss = 1.693084
Epoch 8/12: Iteration 2600, loss = 0.807532
Epoch 8/12: Iteration 2700, loss = 0.291550
Epoch 8/12: Iteration 2800, loss = 0.154908
Epoch 8/12: Iteration 2900, loss = 0.645772
Epoch 8/12: Iteration 3000, loss = 0.774159
Epoch 8/12: Iteration 3100, loss = 0.193169
Epoch 8/12: Iteration 3200, loss = 0.047549
Epoch 8/12: Iteration 3300, loss = 0.434509
Epoch 8/12: Iteration 3400, loss = 0.439119
Epoch 8/12: Iteration 3500, loss = 6.117537
Epoch 8/12: Iteration 3600, loss = 2.495902
Epoch 8/12: Iteration 3700, loss = 0.525286
Epoch 8/12: Iteration 3800, loss = 0.041315
Save model ./model_ckpt/model_epoch8.pth
Epoch 9/12: Iteration 0, loss = 1.687277
Epoch 9/12: Iteration 100, loss = 0.223988
Epoch 9/12: Iteration 200, loss = 0.226393
Epoch 9/12: Iteration 300, loss = 0.714922
Epoch 9/12: Iteration 400, loss = 0.187869
Epoch 9/12: Iteration 500, loss = 0.526490
Epoch 9/12: Iteration 600, loss = 5.648186
Epoch 9/12: Iteration 700, loss = 0.016997
Epoch 9/12: Iteration 800, loss = 0.003434
Epoch 9/12: Iteration 900, loss = 0.679064
Epoch 9/12: Iteration 1000, loss = 0.014269
Epoch 9/12: Iteration 1100, loss = 0.006176
Epoch 9/12: Iteration 1200, loss = 15.155214
Epoch 9/12: Iteration 1300, loss = 0.062773
Epoch 9/12: Iteration 1400, loss = 0.012560
Epoch 9/12: Iteration 1500, loss = 4.142850
Epoch 9/12: Iteration 1600, loss = 0.165507
Epoch 9/12: Iteration 1700, loss = 0.434197
Epoch 9/12: Iteration 1800, loss = 0.046310
Epoch 9/12: Iteration 1900, loss = 0.035308
Epoch 9/12: Iteration 2000, loss = 1.118766
Epoch 9/12: Iteration 2100, loss = 0.098943
Epoch 9/12: Iteration 2200, loss = 0.454438
Epoch 9/12: Iteration 2300, loss = 0.303277
Epoch 9/12: Iteration 2400, loss = 0.010740
Epoch 9/12: Iteration 2500, loss = 0.317910
Epoch 9/12: Iteration 2600, loss = 0.016926
Epoch 9/12: Iteration 2700, loss = 0.952745
Epoch 9/12: Iteration 2800, loss = 0.564357
Epoch 9/12: Iteration 2900, loss = 0.015685
Epoch 9/12: Iteration 3000, loss = 0.032017
Epoch 9/12: Iteration 3100, loss = 0.397262
Epoch 9/12: Iteration 3200, loss = 0.159981
Epoch 9/12: Iteration 3300, loss = 0.452684
Epoch 9/12: Iteration 3400, loss = 4.272933
Epoch 9/12: Iteration 3500, loss = 1.135597
Epoch 9/12: Iteration 3600, loss = 0.633335
Epoch 9/12: Iteration 3700, loss = 0.746361
Epoch 9/12: Iteration 3800, loss = 1.617527
Epoch 10/12: Iteration 0, loss = 0.037825
Epoch 10/12: Iteration 100, loss = 0.083153
Epoch 10/12: Iteration 200, loss = 0.112337
Epoch 10/12: Iteration 300, loss = 0.520157
Epoch 10/12: Iteration 400, loss = 3.352831
Epoch 10/12: Iteration 500, loss = 0.025826
Epoch 10/12: Iteration 600, loss = 0.051700
Epoch 10/12: Iteration 700, loss = 0.004814
Epoch 10/12: Iteration 800, loss = 0.702499
Epoch 10/12: Iteration 900, loss = 0.239188
Epoch 10/12: Iteration 1000, loss = 0.299498
Epoch 10/12: Iteration 1100, loss = 0.013439
Epoch 10/12: Iteration 1200, loss = 0.110510
Epoch 10/12: Iteration 1300, loss = 0.202189
Epoch 10/12: Iteration 1400, loss = 0.205457
Epoch 10/12: Iteration 1500, loss = 0.005737
Epoch 10/12: Iteration 1600, loss = 0.521932
Epoch 10/12: Iteration 1700, loss = 0.117902
Epoch 10/12: Iteration 1800, loss = 0.108794
Epoch 10/12: Iteration 1900, loss = 0.029172
Epoch 10/12: Iteration 2000, loss = 0.177461
Epoch 10/12: Iteration 2100, loss = 0.158681
Epoch 10/12: Iteration 2200, loss = 0.170508
Epoch 10/12: Iteration 2300, loss = 0.684280
Epoch 10/12: Iteration 2400, loss = 0.071623
Epoch 10/12: Iteration 2500, loss = 3.576933
Epoch 10/12: Iteration 2600, loss = 0.867545
Epoch 10/12: Iteration 2700, loss = 4.835381
Epoch 10/12: Iteration 2800, loss = 0.002365
Epoch 10/12: Iteration 2900, loss = 0.202819
Epoch 10/12: Iteration 3000, loss = 0.087734
Epoch 10/12: Iteration 3100, loss = 0.032912
Epoch 10/12: Iteration 3200, loss = 3.999570
Epoch 10/12: Iteration 3300, loss = 0.037220
Epoch 10/12: Iteration 3400, loss = 0.134093
Epoch 10/12: Iteration 3500, loss = 2.412864
Epoch 10/12: Iteration 3600, loss = 0.263204
Epoch 10/12: Iteration 3700, loss = 0.044867
Epoch 10/12: Iteration 3800, loss = 0.046073
Save model ./model_ckpt/model_epoch10.pth
Epoch 11/12: Iteration 0, loss = 0.047149
Epoch 11/12: Iteration 100, loss = 0.518626
Epoch 11/12: Iteration 200, loss = 0.200979
Epoch 11/12: Iteration 300, loss = 0.292570
Epoch 11/12: Iteration 400, loss = 0.209944
Epoch 11/12: Iteration 500, loss = 0.321204
Epoch 11/12: Iteration 600, loss = 3.910067
Epoch 11/12: Iteration 700, loss = 0.556520
Epoch 11/12: Iteration 800, loss = 0.159709
Epoch 11/12: Iteration 900, loss = 4.099979
Epoch 11/12: Iteration 1000, loss = 2.517055
Epoch 11/12: Iteration 1100, loss = 0.031118
Epoch 11/12: Iteration 1200, loss = 0.044705
Epoch 11/12: Iteration 1300, loss = 0.040734
Epoch 11/12: Iteration 1400, loss = 0.924931
Epoch 11/12: Iteration 1500, loss = 0.065211
Epoch 11/12: Iteration 1600, loss = 0.072170
Epoch 11/12: Iteration 1700, loss = 0.631343
Epoch 11/12: Iteration 1800, loss = 0.039069
Epoch 11/12: Iteration 1900, loss = 0.175451
Epoch 11/12: Iteration 2000, loss = 3.039907
Epoch 11/12: Iteration 2100, loss = 0.350697
Epoch 11/12: Iteration 2200, loss = 0.205374
Epoch 11/12: Iteration 2300, loss = 0.204334
Epoch 11/12: Iteration 2400, loss = 0.293286
Epoch 11/12: Iteration 2500, loss = 0.256489
Epoch 11/12: Iteration 2600, loss = 0.141425
Epoch 11/12: Iteration 2700, loss = 0.101858
Epoch 11/12: Iteration 2800, loss = 1.014886
Epoch 11/12: Iteration 2900, loss = 0.004308
Epoch 11/12: Iteration 3000, loss = 0.359431
Epoch 11/12: Iteration 3100, loss = 0.118176
Epoch 11/12: Iteration 3200, loss = 0.049151
Epoch 11/12: Iteration 3300, loss = 0.104141
Epoch 11/12: Iteration 3400, loss = 0.129626
Epoch 11/12: Iteration 3500, loss = 0.038383
Epoch 11/12: Iteration 3600, loss = 0.941603
Epoch 11/12: Iteration 3700, loss = 0.720517
Epoch 11/12: Iteration 3800, loss = 0.021356
Epoch 12/12: Iteration 0, loss = 1.113014
Epoch 12/12: Iteration 100, loss = 0.113166
Epoch 12/12: Iteration 200, loss = 0.140608
Epoch 12/12: Iteration 300, loss = 0.103152
Epoch 12/12: Iteration 400, loss = 0.414067
Epoch 12/12: Iteration 500, loss = 0.051663
Epoch 12/12: Iteration 600, loss = 0.095564
Epoch 12/12: Iteration 700, loss = 0.049833
Epoch 12/12: Iteration 800, loss = 0.051099
Epoch 12/12: Iteration 900, loss = 0.077481
Epoch 12/12: Iteration 1000, loss = 0.210500
Epoch 12/12: Iteration 1100, loss = 0.028877
Epoch 12/12: Iteration 1200, loss = 0.374222
Epoch 12/12: Iteration 1300, loss = 0.115751
Epoch 12/12: Iteration 1400, loss = 0.020473
Epoch 12/12: Iteration 1500, loss = 0.651621
Epoch 12/12: Iteration 1600, loss = 0.463998
Epoch 12/12: Iteration 1700, loss = 0.583495
Epoch 12/12: Iteration 1800, loss = 1.361984
Epoch 12/12: Iteration 1900, loss = 0.156517
Epoch 12/12: Iteration 2000, loss = 0.326584
Epoch 12/12: Iteration 2100, loss = 1.232147
Epoch 12/12: Iteration 2200, loss = 0.113996
Epoch 12/12: Iteration 2300, loss = 0.206399
Epoch 12/12: Iteration 2400, loss = 0.304111
Epoch 12/12: Iteration 2500, loss = 0.147112
Epoch 12/12: Iteration 2600, loss = 0.203825
Epoch 12/12: Iteration 2700, loss = 0.045551
Epoch 12/12: Iteration 2800, loss = 0.639200
Epoch 12/12: Iteration 2900, loss = 0.037239
Epoch 12/12: Iteration 3000, loss = 0.008634
Epoch 12/12: Iteration 3100, loss = 0.694260
Epoch 12/12: Iteration 3200, loss = 0.190429
Epoch 12/12: Iteration 3300, loss = 0.283185
Epoch 12/12: Iteration 3400, loss = 0.186939
Epoch 12/12: Iteration 3500, loss = 0.116826
Epoch 12/12: Iteration 3600, loss = 1.237978
Epoch 12/12: Iteration 3700, loss = 0.015884
Epoch 12/12: Iteration 3800, loss = 0.965164
Save model ./model_ckpt/model_epoch12.pth
Save final model ./model_ckpt/model_final.pth
Finish Training
